data.id,long,lat,status,name,category,category2,essential_flag,chain_flag,corridor,sidewalk_width,histogram_column,image
459,-73.88983051,40.74712798,Occupied,Clio Beauty Supply,Fashion,Fashion,Non-essential,TRUE,Jackson,13,#N/A,
460,-73.88976883,40.74713506,Occupied,Ochoa Jewelry,Fashion,Fashion,Non-essential,TRUE,Jackson,13,#N/A,
461,-73.88968157,40.7471448,Occupied,Lalyâ€™s Restaurant ,Food,Food,Non-essential,TRUE,Jackson,4,1,
462,-73.88951826,40.747361,Occupied,Laliguras Restaurant,Food,Food,Non-essential,TRUE,Jackson,8,3,
463,-73.88949601,40.74724586,Occupied,Law Offices - H. Bruce Fischer ,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
464,-73.88947609,40.74724799,Occupied,Maria Temilda Gonzalez PLLC ,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
465,-73.88947856,40.74716419,Occupied,New York Deli & Grocery,Food,Food,Non-essential,TRUE,Jackson,14,12,
466,-73.88939488,40.74717308,Occupied,"Law Office Of H. Bruce Fischer, P.C. ",Misc,Misc,Non-essential,TRUE,Jackson,14,#N/A,
467,-73.88934597,40.74717768,Occupied,El California Bar ,Drinks,Drinks,Non-essential,TRUE,Jackson,14,13,
468,-73.88930051,40.74718236,Occupied,Taqueria Coatzingo,Food,Food,Non-essential,TRUE,Jackson,14,14,
469,-73.88928369,40.74718412,Occupied,Pretty Woman,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
470,-73.88926695,40.74718638,Occupied,Rumba Salon Unisex,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
471,-73.88923347,40.74719006,Occupied,Romanticos,Drinks,Drinks,Non-essential,TRUE,Jackson,14,15,
472,-73.88916759,40.74719831,Occupied,Gepeda Car Insurance ,Misc,Misc,Essential,TRUE,Jackson,14,#N/A,
473,-73.88909218,40.74720617,Occupied,Panaderia Coatzingo,Food,Food,Non-essential,TRUE,Jackson,14,16,
474,-73.8890518,40.74721125,Occupied,Crystal Fashion Nail Hair Salon,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
475,-73.88893344,40.74722338,Occupied,The Empanada Spot,Food,Food,Non-essential,TRUE,Jackson,14,17,
476,-73.88899197,40.74721807,Occupied,Metro by T-Mobile,Home & Hobby,Home,Essential,FALSE,Jackson,14,#N/A,
477,-73.88889539,40.74722866,Occupied,Club Evolution,Drinks,Drinks,Non-essential,TRUE,Jackson,14,18,
478,-73.88858687,40.74725997,Occupied,Stanley's Home Furnishings,Home & Hobby,Home,Non-essential,TRUE,Jackson,10,#N/A,
479,-73.88844805,40.74727457,Occupied,News & CafÃ©,Essentials,Essentials,Essential,TRUE,Jackson,16,#N/A,
480,-73.8882728,40.74746952,Occupied,Star Motors,Auto,Auto,Essential,TRUE,Jackson,16,#N/A,
481,-73.88757961,40.74750091,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,12,#N/A,
482,-73.88759341,40.74759125,Occupied,Kelly' Beauty Salon & Spa Unisex,Body,Body,Non-essential,TRUE,Jackson,12,#N/A,
483,-73.88750327,40.74737409,Occupied,Village Moon ,Body,Body,Non-essential,TRUE,Jackson,12,#N/A,
484,-73.88740695,40.74738453,Occupied,Liquor Store,Essentials,Essentials,Essential,TRUE,Jackson,12,#N/A,
485,-73.88737365,40.74738777,Occupied,Amor Karaoke & Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,12,10,
486,-73.88735337,40.74738975,Occupied,UNO Cafe & Billiards,Drinks,Drinks,Non-essential,TRUE,Jackson,12,11,
487,-73.88732451,40.74739298,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,12,#N/A,
488,-73.88728317,40.74739635,Occupied,La Nueva Escuelita Bar Lounge,Drinks,Drinks,Non-essential,TRUE,Jackson,12,12,
489,-73.88719287,40.74740613,Occupied,Rosa's Beauty Salon,Body,Body,Non-essential,TRUE,Jackson,12,#N/A,
490,-73.88717613,40.74740787,Occupied,Friend's Tavern,Drinks,Drinks,Non-essential,TRUE,Jackson,12,13,
491,-73.88703687,40.74742311,Occupied,Million Minks Skin Care Center,Body,Body,Non-essential,TRUE,Jackson,12,#N/A,
492,-73.8869487,40.7474314,Occupied,Los Cafetales,Food,Food,Non-essential,TRUE,Jackson,12,14,
493,-73.88684938,40.74744177,Occupied,Costamar Travel,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
494,-73.88667076,40.74771998,Occupied,J & C Restaurant,Food,Food,Non-essential,TRUE,Jackson,9,17,
495,-73.88687777,40.74759716,Occupied,Kitchen 79,Food,Food,Non-essential,TRUE,Jackson,6,1,
496,-73.88664423,40.74757728,Occupied,Amparo Beauty Salon Unisex,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
497,-73.88663282,40.74751472,Occupied,Sfeer Deli Corp.,Food,Food,Non-essential,TRUE,Jackson,9,18,
498,-73.88660824,40.74746754,Occupied,Los Chuzos,Food,Food,Non-essential,TRUE,Jackson,13,4,
499,-73.88652488,40.74747648,Occupied,El Abuelo Gozon,Drinks,Drinks,Non-essential,TRUE,Jackson,13,5,
500,-73.88644098,40.74748601,Occupied,Atlas Travel Group,Misc,Misc,Non-essential,TRUE,Jackson,13,#N/A,
501,-73.8864023,40.74749,Occupied,Super Star Dance Studio,Groups,Groups,Non-essential,TRUE,Jackson,13,#N/A,
502,-73.88637409,40.74749312,Occupied,Melao New York,Drinks,Drinks,Non-essential,TRUE,Jackson,13,6,
503,-73.88630875,40.74749897,Occupied,Mister Cangrejo ,Food,Food,Non-essential,TRUE,Jackson,13,7,
504,-73.88628946,40.74750094,Occupied,Law Office Jesse Barab,Misc,Misc,Non-essential,TRUE,Jackson,13,#N/A,
505,-73.88625972,40.74750477,Occupied,A. Garcia & Associates,Misc,Misc,Non-essential,TRUE,Jackson,13,#N/A,
506,-73.88616303,40.74751492,Occupied,Oficinas Legales De La Abogada MarÃ­a Barnett,Groups,Groups,Non-essential,TRUE,Jackson,13,#N/A,
507,-73.88609938,40.74752011,Occupied,True Colors Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,13,8,
508,-73.88624286,40.74750695,Occupied,Coatzingo Restaurante,Food,Food,Non-essential,TRUE,Jackson,13,9,
509,-73.88601736,40.74752958,Occupied,Sebra Salon & Spa,Body,Body,Non-essential,TRUE,Jackson,13,#N/A,
510,-73.88566352,40.74756447,Occupied,Ilan Ilan,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
511,-73.88593511,40.74753667,Occupied,Cositas Ricas,Food,Food,Non-essential,TRUE,Jackson,13,10,
512,-73.88558931,40.74757402,Occupied,Pecoshitas Cafe & Bakery,Food,Food,Non-essential,TRUE,Jackson,12,15,
513,-73.88552189,40.74758119,Occupied,Superior Pharmacy,Essentials,Essentials,Essential,TRUE,Jackson,12,#N/A,
514,-73.88549601,40.74758412,Occupied,Law Offices Of Sanders L. Denis,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
515,-73.88547466,40.74758597,Occupied,Galaxy Income Tax,Services,Services,Essential,TRUE,Jackson,12,#N/A,
516,-73.88545201,40.74758811,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,12,#N/A,
517,-73.88535301,40.74759856,Occupied,Pico De Gallo,Food,Food,Non-essential,TRUE,Jackson,12,16,
518,-73.8852967,40.74760375,Occupied,Party Glitters,Home & Hobby,Home,Non-essential,TRUE,Jackson,12,#N/A,
519,-73.88519687,40.74761508,Occupied,Roosevelt Variety Beauty Supply Inc.,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
520,-73.88500976,40.74763379,Occupied,Citibank,Services,Services,Essential,FALSE,Jackson,12,#N/A,
521,-73.88471613,40.74766455,Occupied,Pollo A La Brasa Mario,Food,Food,Non-essential,TRUE,Jackson,17,1,
522,-73.88466205,40.74766942,Occupied,El Nuevo CafÃ© EspaÃ±a ,Drinks,Drinks,Non-essential,TRUE,Jackson,17,2,
523,-73.88458904,40.74767861,Occupied,Shoecase,Fashion,Fashion,Non-essential,TRUE,Jackson,17,#N/A,
524,-73.88456242,40.74768127,Occupied,Aldo Cotrina Income Tax,Services,Services,Essential,TRUE,Jackson,17,#N/A,
525,-73.88452052,40.7476853,Occupied,Carvel,Food,Food,Non-essential,FALSE,Jackson,17,3,
526,-73.88443849,40.74769518,Occupied,Hairos Night Club,Drinks,Drinks,Non-essential,TRUE,Jackson,17,4,
527,-73.88442149,40.74769727,Occupied,Kundalinink ,Body,Body,Non-essential,TRUE,Jackson,17,#N/A,
528,-73.88438751,40.74770047,Occupied,Envy Nails,Body,Body,Non-essential,TRUE,Jackson,17,#N/A,
529,-73.88406531,40.74773905,Occupied,Portabella Menswear,Fashion,Fashion,Non-essential,TRUE,Jackson,17,#N/A,
530,-73.89172422,40.74667851,Occupied,ETeam Wireless,Home & Hobby,Home,Essential,TRUE,Jackson,9,#N/A,
531,-73.89154936,40.74660528,Occupied,Broadway Wine & Liquor,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
532,-73.89149612,40.7465817,Occupied,Pronto Smoke Shop & Food Mart,Essentials,Essentials,Non-essential,TRUE,Jackson,9,#N/A,
533,-73.89147249,40.74650555,Occupied,Chung Ki Wa Restaurant,Food,Food,Non-essential,TRUE,Jackson,9,19,
534,-73.89146663,40.74647515,Occupied,Music Box,Drinks,Drinks,Non-essential,TRUE,Jackson,9,20,
535,-73.89145821,40.74641647,Occupied,ThÃ¡i SÃ³n,Food,Food,Non-essential,TRUE,Jackson,9,21,
536,-73.8906896,40.74681281,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,9,#N/A,
537,-73.88381631,40.74776075,Occupied,Sagitario Bakery,Food,Food,Non-essential,TRUE,Jackson,14,19,
538,-73.88373271,40.74776947,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,14,#N/A,
539,-73.89034155,40.74684428,Occupied,La Abundancia,Food,Food,Non-essential,TRUE,Jackson,8,4,
540,-73.88371014,40.74777263,Occupied,Peliqueria Roxana,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
541,-73.8836621,40.74777665,Occupied,Sprint,Home & Hobby,Home,Essential,TRUE,Jackson,14,#N/A,
542,-73.89025012,40.74685521,Occupied,Spicy Tibet,Food,Food,Non-essential,TRUE,Jackson,15,1,
543,-73.88367191,40.74778745,Occupied,New York Driving School,Groups,Groups,Non-essential,TRUE,Jackson,14,#N/A,
544,-73.88359571,40.74778403,Occupied,A & O Jewelry,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
545,-73.89017053,40.74686291,Occupied,Y.L. Variety & Gifts,Fashion,Fashion,Non-essential,TRUE,Jackson,15,#N/A,
546,-73.88352089,40.74779138,Occupied,A & K Sports,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
547,-73.88349923,40.74779393,Occupied,Progreso Tax,Services,Services,Essential,TRUE,Jackson,14,#N/A,
548,-73.8834567,40.74779853,Occupied,Los Tres Potrillos,Food,Food,Non-essential,TRUE,Jackson,14,20,
549,-73.88337563,40.74780705,Occupied,Point For Ladies,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
550,-73.88330363,40.74781389,Occupied,Glory Shoes,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
551,-73.88323562,40.74782221,Occupied,Robert,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
552,-73.88321094,40.74782436,Occupied,Arcia & Associates ,Misc,Misc,Non-essential,TRUE,Jackson,14,#N/A,
553,-73.88316604,40.74782886,Occupied,T-Mobile,Home & Hobby,Home,Essential,FALSE,Jackson,14,#N/A,
554,-73.8828339,40.74786275,Occupied,Metro by T-Mobile,Home & Hobby,Home,Essential,FALSE,Jackson,11,#N/A,
555,-73.89008988,40.74687172,Occupied,Femina Threading & Waxing Salon,Body,Body,Non-essential,TRUE,Jackson,15,#N/A,
556,-73.89005709,40.74687553,Occupied,Roosevelt Candy Grocery,Essentials,Essentials,Non-essential,TRUE,Jackson,15,#N/A,
557,-73.8900251,40.74687794,Occupied,75 Laundry,Services,Services,Essential,TRUE,Jackson,15,#N/A,
558,-73.88998138,40.74688395,Occupied,Traducciones Notario Publico,Misc,Misc,Non-essential,TRUE,Jackson,15,#N/A,
559,-73.88998007,40.74687211,Occupied,Agencia De Empleo,Misc,Misc,Non-essential,TRUE,Jackson,15,#N/A,
560,-73.88997866,40.74685951,Occupied,Fortune Tellers,Home & Hobby,Home,Non-essential,TRUE,Jackson,15,#N/A,
561,-73.88997538,40.74684545,Occupied,Consumer Coverage Corp. - Bob Shapiro - Auto Insurance,Misc,Misc,Non-essential,TRUE,Jackson,15,#N/A,
562,-73.88994122,40.74688696,Occupied,Playa Realty Inc.,Misc,Misc,Essential,TRUE,Jackson,15,#N/A,
563,-73.88989936,40.74689218,Occupied,Long Island Janitor Supply,Home & Hobby,Home,Essential,TRUE,Jackson,15,#N/A,
564,-73.88975896,40.74690755,Occupied,Cafe 75 Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,15,2,
565,-73.88979991,40.74690364,Occupied,Scorpion Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,15,3,
566,-73.88965228,40.74691826,Occupied,Sarder News Stand Inc.,Essentials,Essentials,Essential,TRUE,Jackson,7,#N/A,
567,-73.8896239,40.746844,Occupied,Caroline Unisex Spa & Barber Shop,Body,Body,Non-essential,TRUE,Jackson,7,#N/A,
568,-73.88964872,40.74673905,Occupied,"Karmapa Service Society USA, Inc.",Groups,Groups,Non-essential,TRUE,Jackson,7,#N/A,
569,-73.88964329,40.74671711,Occupied,Digiplus Printing Inc,Services,Services,Essential,TRUE,Jackson,7,#N/A,
570,-73.88937171,40.74669428,Occupied,Exotic Hair Salon,Body,Body,Non-essential,TRUE,Jackson,5,#N/A,
571,-73.88944583,40.7469431,Occupied,Los Arrieros,Food,Food,Non-essential,TRUE,Jackson,5,5,
572,-73.88929833,40.74695824,Occupied,MiraCali II - Panaderia Y Pasteleria,Food,Food,Non-essential,TRUE,Jackson,13,11,
573,-73.88915862,40.74697196,Occupied,EZ Pawn Corp,Home & Hobby,Home,Non-essential,TRUE,Jackson,13,#N/A,
574,-73.8890672,40.74698401,Occupied,Advanced Rx Pharmacy,Essentials,Essentials,Essential,TRUE,Jackson,13,#N/A,
575,-73.88900274,40.74698949,Occupied,T-Mobile : Global Innovative Group LLC,Home & Hobby,Home,Essential,TRUE,Jackson,13,#N/A,
576,-73.88893406,40.74699651,Occupied,Lechon Hornado Ecuatoriano,Food,Food,Non-essential,TRUE,Jackson,13,12,
577,-73.88876712,40.74701377,Occupied,PL$,Services,Services,Essential,TRUE,Jackson,13,#N/A,
578,-73.88853618,40.74698142,Occupied,Luna Health Spa,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
579,-73.88851784,40.74688664,Occupied,Lunaâ€™s Kitchen & Bar,Food,Food,Non-essential,TRUE,Jackson,9,22,
580,-73.88851067,40.74685182,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,9,#N/A,
581,-73.88850303,40.74680832,Occupied,Olympia Billiards,Entertainment,Entertainment,Non-essential,TRUE,Jackson,9,#N/A,
582,-73.88851126,40.74703444,Occupied,Studio L.A.,Body,Body,Non-essential,TRUE,Jackson,15,#N/A,
583,-73.88839927,40.74688561,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,9,#N/A,
584,-73.88833862,40.74689174,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,15,#N/A,
585,-73.88828425,40.74689777,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,15,#N/A,
586,-73.88824812,40.74706691,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,15,#N/A,
587,-73.88806497,40.7470578,Occupied,99Â¢ & Up,Essentials,Essentials,Essential,TRUE,Jackson,15,#N/A,
588,-73.88756223,40.74713654,Occupied,Famous Brands,Fashion,Fashion,Non-essential,FALSE,Jackson,14,#N/A,
589,-73.88738672,40.74715514,Occupied,NY Chevillotte,Drinks,Drinks,Non-essential,TRUE,Jackson,14,21,
590,-73.88731349,40.74716212,Occupied,7-Eleven,Essentials,Essentials,Essential,FALSE,Jackson,14,#N/A,
591,-73.8872365,40.74717113,Occupied,Star Furniture,Home & Hobby,Home,Non-essential,TRUE,Jackson,14,#N/A,
592,-73.88715081,40.74717915,Occupied,La Gran Via Bakery,Food,Food,Non-essential,TRUE,Jackson,14,22,
593,-73.88706275,40.74718938,Occupied,Riko Peruvian Cuisine,Food,Food,Non-essential,TRUE,Jackson,14,23,
594,-73.88701316,40.74719404,Occupied,Zoni Language Centers,Groups,Groups,Non-essential,TRUE,Jackson,14,#N/A,
595,-73.88684809,40.74721198,Occupied,Amigo Todo 99Â¢ O Mas,Essentials,Essentials,Essential,TRUE,Jackson,14,#N/A,
596,-73.88654076,40.7469995,Occupied,Castillo Barber Shop,Body,Body,Non-essential,TRUE,Jackson,7,#N/A,
597,-73.88655038,40.74707093,Occupied,Botanica El Hijo Del Monte,Home & Hobby,Home,Non-essential,TRUE,Jackson,7,#N/A,
598,-73.88655724,40.74710725,Occupied,Jorge Santamaria,Body,Body,Non-essential,TRUE,Jackson,7,#N/A,
599,-73.8865622,40.74713509,Occupied,Pu-Folkes Law Group,Groups,Groups,Non-essential,TRUE,Jackson,7,#N/A,
600,-73.8865516,40.74724514,Occupied,La Optica,Fashion,Fashion,Non-essential,TRUE,Jackson,9,#N/A,
601,-73.88633165,40.74726828,Occupied,Casa De Cambio - Delgado Travel,Services,Services,Essential,TRUE,Jackson,9,#N/A,
602,-73.88612633,40.74728892,Occupied,Casablanca Group,Home & Hobby,Home,Essential,TRUE,Jackson,9,#N/A,
603,-73.88605513,40.74729666,Occupied,Los Paisanos,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
604,-73.88589192,40.74731504,Occupied,Smoke Shop & Convenience,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
605,-73.88585919,40.74721875,Occupied,Portillo Realty Corp.,Misc,Misc,Essential,TRUE,Jackson,8,#N/A,
606,-73.88584675,40.74715257,Occupied,Mita Travel,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
607,-73.88583325,40.74708711,Occupied,Gerry's Tailor Shop,Services,Services,Essential,TRUE,Jackson,8,#N/A,
608,-73.88582885,40.74706236,Occupied,"Andes Cargo, Corp. & Hector's Jewelry",Fashion,Fashion,Essential,TRUE,Jackson,8,#N/A,
609,-73.88561408,40.74709831,Occupied,Liberia Barco de Papal,Home & Hobby,Home,Non-essential,TRUE,Jackson,8,#N/A,
610,-73.88562562,40.74717328,Occupied,Lukis Brokerage,Services,Services,Essential,TRUE,Jackson,5,#N/A,
611,-73.88562319,40.74734154,Occupied,E Smoke & Convenience,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
612,-73.88560069,40.74734474,Occupied,Monthly 4G ,Home & Hobby,Home,Essential,TRUE,Jackson,9,#N/A,
613,-73.88554304,40.74735074,Occupied,El Canelazo Bar/Restaurant,Drinks,Drinks,Non-essential,TRUE,Jackson,9,23,
614,-73.88550685,40.74735474,Occupied,A. Simon & Assoc. Accounting Office - William Valasquez,Misc,Misc,Non-essential,TRUE,Jackson,9,#N/A,
615,-73.88547214,40.7473586,Occupied,Fei Da Jackson Heights,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
616,-73.8854071,40.74736453,Occupied,"Austro Financial Services (NY), Inc.",Services,Services,Essential,TRUE,Jackson,9,#N/A,
617,-73.88533598,40.74737234,Occupied,Lemir Beauty Salon,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
618,-73.88527777,40.74737846,Occupied,High-Line Electronics,Home & Hobby,Home,Non-essential,TRUE,Jackson,9,#N/A,
619,-73.88523863,40.74738264,Occupied,Ahorra Driving School,Groups,Groups,Non-essential,TRUE,Jackson,9,#N/A,
620,-73.88520821,40.74738526,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,9,#N/A,
621,-73.88513407,40.74739314,Occupied,Touch Of Beauty Nails & Spa,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
622,-73.88510365,40.74739632,Occupied,Gulxar,Home & Hobby,Home,Essential,TRUE,Jackson,9,#N/A,
623,-73.88506424,40.74739982,Occupied,Ecuador Notaria,Misc,Misc,Non-essential,TRUE,Jackson,9,#N/A,
624,-73.88506237,40.74737871,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,9,#N/A,
625,-73.88505912,40.74735371,Occupied,Massage Parlor,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
626,-73.88505591,40.7473287,Occupied,Reparacion De Computadoras,Services,Services,Non-essential,TRUE,Jackson,9,#N/A,
627,-73.88499454,40.74740807,Occupied,Goldcutz Barber Shop,Body,Body,Non-essential,TRUE,Jackson,9,#N/A,
628,-73.88492306,40.74727586,Occupied,Jet Peru,Services,Services,Essential,TRUE,Jackson,5,#N/A,
629,-73.88491127,40.74720637,Occupied,Healthfirst ,Misc,Misc,Non-essential,TRUE,Jackson,5,#N/A,
630,-73.88454651,40.74720857,Occupied,Aero Express Travel Inc.,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
631,-73.88469042,40.74723342,Occupied,World Air Transportation,Services,Services,Essential,TRUE,Jackson,8,#N/A,
632,-73.88469745,40.7472792,Occupied,Marco & Associates,Services,Services,Essential,TRUE,Jackson,8,#N/A,
633,-73.88470251,40.74730622,Occupied,Accidentes Bader Yakaitis & Nonnenmacher LLP.,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
634,-73.88467747,40.74730931,Occupied,Giros Internet Cafe,Misc,Misc,Non-essential,TRUE,Jackson,8,#N/A,
635,-73.88471389,40.74743915,Occupied,Amada Beauty Lounge,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
636,-73.88459975,40.74745147,Occupied,JosÃ¨ Seafood,Food,Food,Non-essential,TRUE,Jackson,14,24,
637,-73.8845724,40.74745434,Occupied,UniÃ³nAndina,Misc,Misc,Non-essential,TRUE,Jackson,14,#N/A,
638,-73.88456831,40.74742678,Occupied,8G-Brother's Barber Shop,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
639,-73.8845319,40.74745813,Occupied,5 De Mayo. Food Market,Essentials,Essentials,Essential,TRUE,Jackson,14,#N/A,
640,-73.8844754,40.74746505,Occupied,Manat Eyebrow Threading Inc.,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
641,-73.88442718,40.74746914,Occupied,"Ivanova Law Office, P.C.",Misc,Misc,Non-essential,TRUE,Jackson,14,#N/A,
642,-73.88438645,40.74747355,Occupied,Sal Y Pimienta Bar & Rest,Drinks,Drinks,Non-essential,TRUE,Jackson,14,25,
643,-73.88435364,40.74747695,Occupied,Colombia Si es Posible,Services,Services,Essential,TRUE,Jackson,14,#N/A,
644,-73.88431427,40.74748097,Occupied,La Casa De Pollo,Food,Food,Non-essential,TRUE,Jackson,14,26,
645,-73.88428452,40.74748458,Occupied,Yambao Record's,Home & Hobby,Home,Non-essential,TRUE,Jackson,14,#N/A,
646,-73.88428375,40.74745981,Occupied,Trans Ecuacarga Express,Services,Services,Essential,TRUE,Jackson,14,#N/A,
647,-73.88424982,40.7474872,Occupied,Optica PatiÃ±o Eye Care,Fashion,Fashion,Non-essential,TRUE,Jackson,14,#N/A,
648,-73.88421301,40.74749163,Occupied,Robert Barber Shop,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
649,-73.88420785,40.74746676,Occupied,Jackie Tatto & Piercing,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
650,-73.88417,40.74749632,Occupied,La Abundancia Bakery & Restaurant,Food,Food,Non-essential,TRUE,Jackson,14,27,
651,-73.88411948,40.74750153,Occupied,Dunkin' Donuts,Food,Food,Non-essential,FALSE,Jackson,14,28,
652,-73.88408881,40.74750465,Occupied,Botanica Caridad Del Conre,Home & Hobby,Home,Non-essential,TRUE,Jackson,14,#N/A,
653,-73.8837619,40.74736244,Occupied,"Borja Law Firm, P.C.",Misc,Misc,Non-essential,TRUE,Jackson,13,#N/A,
654,-73.88377367,40.74742759,Occupied,Threading Place,Body,Body,Non-essential,TRUE,Jackson,13,#N/A,
655,-73.88377786,40.74745784,Occupied,Convenience Store,Essentials,Essentials,Essential,TRUE,Jackson,13,#N/A,
656,-73.88378196,40.74747989,Occupied,New United Mobile,Home & Hobby,Home,Essential,TRUE,Jackson,13,#N/A,
657,-73.88378691,40.74750448,Occupied,Kung Fu Tea,Food,Food,Non-essential,FALSE,Jackson,13,13,
658,-73.88375062,40.74753877,Occupied,Variedades Colombia,Fashion,Fashion,Essential,TRUE,Jackson,13,#N/A,
659,-73.88356322,40.74755781,Occupied,Taekwondo Center,Fitness,Fitness,Non-essential,TRUE,Jackson,13,#N/A,
660,-73.88348718,40.74756608,Occupied,China AAA,Food,Food,Non-essential,TRUE,Jackson,13,14,
661,-73.88345971,40.74756871,Occupied,New York Corporate Services Inc.,Services,Services,Essential,TRUE,Jackson,13,#N/A,
662,-73.88340677,40.74757488,Occupied,Tecolote Sports Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,13,15,
663,-73.88332804,40.74758315,Occupied,Cato Verde Sport Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,13,16,
664,-73.88324821,40.74759169,Occupied,Ginarte,Misc,Misc,Non-essential,TRUE,Jackson,13,#N/A,
665,-73.88317203,40.74759935,Occupied,California Sports Bar,Drinks,Drinks,Non-essential,TRUE,Jackson,13,17,
666,-73.88308584,40.7476092,Occupied,Jin Pin Market,Essentials,Essentials,Essential,TRUE,Jackson,7,#N/A,
667,-73.89031007,40.74660946,Occupied,Allstate ,Misc,Misc,Non-essential,FALSE,Jackson,8,#N/A,
668,-73.89031978,40.74666206,Occupied,Ria Money Transfer,Services,Services,Essential,TRUE,Jackson,8,#N/A,
669,-73.89033028,40.74672256,Occupied,Golden Touch Realty & Management,Misc,Misc,Essential,TRUE,Jackson,8,#N/A,
670,-73.89173317,40.74693269,Occupied,Tibet Mobile,Home & Hobby,Home,Essential,TRUE,Jackson,12,#N/A,
671,-73.89174423,40.74713927,Occupied,Halal Dumpling House,Food,Food,Non-essential,TRUE,Jackson,8,5,
672,-73.89168953,40.74729003,Occupied,Jackson Heights Drugs Inc,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
673,-73.89169973,40.74884204,Occupied,Pizza Boy,Food,Food,Non-essential,TRUE,Jackson,12,17,
674,-73.89191812,40.7488114,Occupied,TD Bank,Services,Services,Essential,FALSE,Jackson,11,#N/A,
675,-73.89169564,40.74882106,Occupied,Luthra Jewelry,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
676,-73.89189622,40.74867753,Occupied,Affinity Health Plan,Misc,Misc,Non-essential,TRUE,Jackson,11,#N/A,
677,-73.8918918,40.74864979,Occupied,Kunal Jewelers,Fashion,Fashion,Non-essential,TRUE,Jackson,11,#N/A,
678,-73.89168167,40.74874635,Occupied,Karan Jewelers,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
679,-73.8918856,40.74861788,Occupied,Lavanya,Fashion,Fashion,Non-essential,TRUE,Jackson,11,#N/A,
680,-73.89168333,40.74876637,Occupied,Peak Time Travel & Tours,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
681,-73.8916685,40.74876851,Occupied,New Delhi Travel & Tours,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
682,-73.8916891,40.74879084,Occupied,Al- Naimat,Food,Food,Non-essential,TRUE,Jackson,12,18,
683,-73.89164657,40.74877016,Occupied,Khera Travel,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
