Rank,Major_code,Major,Total,Men,Women,old,Major_category,Median,Space,ShareWomen,Sample_size,Employed,Full_time,Part_time,Full_time_year_round,Unemployed,Unemployment_rate,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,Total_bin,temp,Median_bin,Histogram_column,midpoint
109,3611,Aerospace Engineering and Operations Technicians,11510.78913,4944,8719,Architecture and Engineering,"Cannot work remotely, essential",67000,Industrial,0.63814682,53,9087,8027,3078,5482,463,0.048481675,30000,44000,5605,2301,902,"(124.0, 20124.0]",1,"(33500, 36000]",23,34750
110,4000,Civil Engineering Technicians,76072.93054,2817,9479,Architecture and Engineering,"Cannot work remotely, essential",52400,Industrial,0.770901106,128,9821,8032,3173,6234,749,0.070860927,25000,44000,5176,3903,1061,"(124.0, 20124.0]",1,"(33500, 36000]",24,34750
111,5002,Electrical and Electronics Engineering Technicians,132614.1326,2744,1299,Architecture and Engineering,"Cannot work remotely, essential",64200,Industrial,0.321296067,32,3431,2659,1309,2161,78,0.022228555,28000,50000,1808,1317,237,"(124.0, 20124.0]",1,"(33500, 36000]",25,34750
112,1302,Electro-Mechanical Technicians,14850.60145,3156,451,Architecture and Engineering,"Cannot work remotely, essential",57600,Industrial,0.125034655,48,3007,2473,891,1763,322,0.096725743,28600,48000,1096,1692,327,"(124.0, 20124.0]",1,"(33500, 36000]",26,34750
113,1106,Environmental Engineering Technicians,18435.10763,476,209,Architecture and Engineering,"Cannot work remotely, essential",50400,Industrial,0.305109489,4,613,488,185,383,0,0,18500,44000,355,144,0,"(124.0, 20124.0]",1,"(33500, 36000]",27,34750
114,2300,Industrial Engineering Technicians,69051.65568,26893,116825,Architecture and Engineering,"Cannot work remotely, essential",55300,Industrial,0.812876606,919,118241,98408,29558,73531,7195,0.057359929,26000,41000,82007,31112,11443,"(140124.0, 160124.0]",1,"(33500, 36000]",28,34750
115,6402,Mechanical Engineering Technicians,43129.88314,78253,63698,Architecture and Engineering,"Cannot work remotely, essential",56000,Industrial,0.448732309,1058,105646,84681,40657,59218,11176,0.095666912,25000,47000,35336,54569,16839,"(140124.0, 160124.0]",1,"(33500, 36000]",29,34750
116,2602,"Engineering Technicians, Except Drafters, All Other",88917.03341,12835,35411,Architecture and Engineering,"Cannot work remotely, essential",63000,Industrial,0.733967583,342,38315,29340,14569,20056,3132,0.075566386,25000,45000,15051,18193,5267,"(40124.0, 60124.0]",1,"(33500, 36000]",30,34750
117,4001,Surveying and Mapping Technicians,57110.98016,8575,16075,Architecture and Engineering,"Cannot work remotely, essential",44600,Office,0.652129817,184,18824,14354,7978,8801,1718,0.083633531,24000,45000,4956,10343,3168,"(20124.0, 40124.0]",1,"(33500, 36000]",31,34750
118,2311,Animal Scientists,3175.524794,9950,10248,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,58300,Lab,0.507376968,157,17700,14002,5168,8871,1012,0.054082941,23050,42000,10928,5561,1806,"(20124.0, 40124.0]",1,"(33500, 36000]",32,34750
119,6110,Food Scientists and Technologists,14529.36162,4103,15632,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,65200,Lab,0.792095262,130,14512,10099,6377,7460,1833,0.112144387,21000,45000,5225,7385,1854,"(124.0, 20124.0]",1,"(33500, 36000]",33,34750
120,2305,Soil and Plant Scientists,17343.66127,3872,10365,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,63700,Lab,0.728032591,123,13115,11259,2273,8073,216,0.016202835,30000,40000,10699,1977,786,"(124.0, 20124.0]",1,"(33500, 36000]",34,34750
121,2301,Biochemists and Biophysicists,30302.77913,280,524,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,93300,Lab,0.651741294,5,703,733,0,504,0,0,29000,35000,346,206,111,"(124.0, 20124.0]",1,"(33500, 36000]",35,34750
122,6106,Microbiologists,21189.60886,5521,7219,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,71700,Lab,0.566640502,31,7052,5029,3891,3236,529,0.069779712,23000,40000,3051,3539,1159,"(124.0, 20124.0]",1,"(31000, 33500]",1,32250
123,3699,Zoologists and Wildlife Biologists,19726.82513,4747,5959,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,63400,Lab,0.556603774,63,7767,6076,2568,4542,483,0.058545455,23000,48000,4253,2722,459,"(124.0, 20124.0]",1,"(31000, 33500]",2,32250
124,3600,"Biological Scientists, All Other",45537.7821,111762,168947,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,79600,Lab,0.601858152,1370,182295,144512,72371,100336,13874,0.070724732,24000,45000,88232,81109,28339,"(280124.0, 300124.0]",1,"(31000, 33500]",3,32250
125,5507,Conservation Scientists,24586.48045,32510,82923,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,61000,Lab,0.718364766,1024,92721,73475,29639,56561,8608,0.084951001,25000,44000,29051,48899,13748,"(100124.0, 120124.0]",1,"(31000, 33500]",4,32250
126,1903,Foresters,10033.63417,24704,28120,"Life, Physical, and Social Science","Cannot work remotely, essential",61000,Other/Mixed,0.532333788,590,44679,35769,13078,27521,4410,0.089836827,25000,45000,12855,25297,6429,"(40124.0, 60124.0]",1,"(31000, 33500]",5,32250
127,6109,Epidemiologists,7883.684518,13487,35004,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,69700,Lab,0.721865913,224,37861,30020,12346,21735,2409,0.059821207,24000,41000,22215,14616,4468,"(40124.0, 60124.0]",1,"(31000, 33500]",6,32250
128,6211,"Medical Scientists, Except Epidemiologists",127167.385,15204,28443,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,84900,Lab,0.651659908,546,36728,32160,7494,23106,2393,0.061169193,25000,42000,2325,23341,9063,"(40124.0, 60124.0]",1,"(31000, 33500]",7,32250
129,2313,"Life Scientists, All Other",7668.952212,3741,26730,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,78200,Lab,0.877227528,235,26033,21419,7239,15266,1379,0.050306435,24000,40000,17985,6824,2819,"(20124.0, 40124.0]",1,"(31000, 33500]",8,32250
130,2601,Astronomers,3080.424278,4416,12185,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,105700,Lab,0.733991928,88,11165,8462,4831,5821,1302,0.10443571,25000,40000,4122,5695,2085,"(124.0, 20124.0]",1,"(31000, 33500]",9,32250
131,2399,Physicists,19284.46393,3654,6496,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,121000,Lab,0.64,126,8691,7264,2202,5816,547,0.059211951,30000,45000,5284,2438,657,"(124.0, 20124.0]",1,"(31000, 33500]",10,32250
132,4007,Atmospheric and Space Scientists,13045.1798,2337,7579,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,94100,Lab,0.76432029,95,7444,5843,2834,4714,757,0.092305816,24000,40000,2630,3906,1470,"(124.0, 20124.0]",1,"(31000, 33500]",11,32250
133,3604,Chemists,85762.53538,3878,5276,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,76900,Lab,0.576360061,86,7585,5603,2741,3912,437,0.054475193,23000,42000,2856,4159,976,"(124.0, 20124.0]",1,"(31000, 33500]",12,32250
134,2309,Materials Scientists,8177.389452,6820,10305,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,99800,Lab,0.601751825,156,15116,12520,3782,9193,833,0.05222898,25000,38000,10304,3967,1385,"(124.0, 20124.0]",1,"(31000, 33500]",13,32250
135,6100,"Environmental Scientists and Specialists, Including Health",83662.81651,7574,26025,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,71400,Lab,0.774576624,202,24406,18166,11088,12809,2183,0.082101621,25000,45000,9364,12889,3816,"(20124.0, 40124.0]",1,"(31000, 33500]",14,32250
136,4801,"Geoscientists, Except Hydrologists and Geographers",32109.71019,31967,22847,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,92400,Lab,0.416809574,375,40157,31086,16659,21816,4267,0.096051684,23000,47100,14444,20313,8051,"(40124.0, 60124.0]",1,"(31000, 33500]",15,32250
137,2314,Hydrologists,7284.516457,10732,23449,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,79700,Lab,0.6860244,338,30007,23018,9209,16537,1206,0.038637747,25000,40000,20821,8260,2767,"(20124.0, 40124.0]",1,"(31000, 33500]",16,32250
138,3301,"Physical Scientists, All Other",24144.82138,58227,136446,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,100900,Lab,0.70089843,1436,149180,114386,57825,81180,14345,0.08772359,23000,41000,57690,71827,26503,"(180124.0, 200124.0]",1,"(31000, 33500]",17,32250
139,2304,Economists,20925.94067,13029,157833,"Life, Physical, and Social Science",Job can be conducted virtually,104500,Office,0.923745479,1629,149339,123177,37965,86540,7297,0.046585715,23400,38000,108085,36972,11502,"(160124.0, 180124.0]",1,"(31000, 33500]",18,32250
140,4101,Survey Researchers,13231.0333,62181,62893,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,56300,Office,0.502846315,1014,103078,77428,38515,57978,5593,0.051467273,24000,43000,27581,63946,16838,"(120124.0, 140124.0]",1,"(31000, 33500]",19,32250
141,3401,"Clinical, Counseling, and School Psychologists",127355.6942,22339,49030,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,78300,Institutional,0.686992952,569,54844,43401,19187,33438,4657,0.078267592,25000,42000,18565,28558,9030,"(60124.0, 80124.0]",1,"(31000, 33500]",20,32250
142,6005,Industrial-Organizational Psychologists,1771.494337,22357,16404,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,98800,Institutional,0.423208896,331,31433,22457,12818,15740,3718,0.10577224,22000,42000,7368,20721,5862,"(20124.0, 40124.0]",1,"(31000, 33500]",21,32250
143,5500,"Psychologists, All Other",55903.66175,5079,7841,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,91600,Office,0.606888545,113,9602,7700,3396,5679,1108,0.103454715,27000,50000,3602,4778,1634,"(124.0, 20124.0]",1,"(31000, 33500]",22,32250
144,1105,Sociologists,3342.395181,4897,2519,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,79300,Office,0.339670982,110,6594,5798,1246,4522,314,0.045454545,22900,40000,2089,3545,1231,"(124.0, 20124.0]",1,"(31000, 33500]",23,32250
145,2308,Urban and Regional Planners,38238.29824,2049,4434,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,73000,Office,0.683942619,59,5362,4764,1227,3247,266,0.047263682,28000,39000,4214,1106,591,"(124.0, 20124.0]",1,"(31000, 33500]",24,32250
146,5200,Anthropologists and Archaeologists,7571.345803,86648,307087,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,60100,Lab,0.779933204,2584,307933,233205,115172,174438,28169,0.083810867,24000,41000,125148,141860,48207,,1,"(31000, 33500]",25,32250
147,6002,Geographers,1772.601411,29909,30724,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,80300,Office,0.506720763,419,47662,29010,24943,21425,3918,0.075959674,22300,42000,13752,28786,9286,"(60124.0, 80124.0]",1,"(28500, 31000]",1,29750
148,2306,Historians,4327.10323,15670,12543,"Life, Physical, and Social Science",Job can be conducted virtually,57100,Office,0.444582285,259,23794,19420,7230,13651,1920,0.074667496,24000,40000,12777,9328,2042,"(20124.0, 40124.0]",1,"(28500, 31000]",2,29750
149,6006,Political Scientists,7815.450436,3240,17790,"Life, Physical, and Social Science",Job can be conducted virtually,115600,Office,0.845934379,204,17579,13262,6140,9965,1128,0.060298284,23000,40000,5139,9738,3426,"(20124.0, 40124.0]",1,"(28500, 31000]",3,29750
150,6000,"Social Scientists and Related Workers, All Other",40005.30706,24786,49654,"Life, Physical, and Social Science",Job can be conducted virtually,80300,Office,0.667033853,623,59679,42764,23656,31877,5486,0.084186296,21000,41000,20792,32725,11880,"(60124.0, 80124.0]",1,"(28500, 31000]",4,29750
151,2901,Agricultural and Food Science Technicians,26924.10524,5166,52835,"Life, Physical, and Social Science","Cannot work remotely, essential",41500,Lab,0.91093257,518,46624,36747,15872,26906,3355,0.067128194,22900,40000,20985,20133,5248,"(40124.0, 60124.0]",1,"(28500, 31000]",5,29750
152,5404,Biological Technicians,80227.3852,5137,48415,"Life, Physical, and Social Science","Cannot work remotely, essential",44500,Lab,0.904074544,374,45038,34941,13481,27588,3329,0.06882792,25000,35000,27449,14416,4344,"(40124.0, 60124.0]",1,"(28500, 31000]",6,29750
153,1103,Chemical Technicians,65639.95298,5347,16226,"Life, Physical, and Social Science","Cannot work remotely, essential",48200,Lab,0.752143884,255,17112,14479,5353,10824,917,0.050862499,22000,40000,5443,9571,2125,"(20124.0, 40124.0]",1,"(28500, 31000]",7,29750
154,6003,Geological and Petroleum Technicians,16810.1579,4133,12117,"Life, Physical, and Social Science","Cannot work remotely, essential",53300,Lab,0.745661538,132,12870,8447,6253,6322,1465,0.102197419,22000,40000,3849,7635,2840,"(124.0, 20124.0]",1,"(28500, 31000]",8,29750
155,2312,Nuclear Technicians,8005.947771,2734,11709,"Life, Physical, and Social Science","Cannot work remotely, essential",79100,Lab,0.810704147,142,13076,11734,2214,8457,496,0.03654583,24000,37000,10766,1949,722,"(124.0, 20124.0]",1,"(28500, 31000]",9,29750
156,5299,Social Science Research Assistants,37805.89425,1936,7692,"Life, Physical, and Social Science",Job can be made virtual with institutional investments and planning,46600,Office,0.798919817,60,7653,5201,3221,3838,419,0.05190783,20800,40000,2960,3948,1650,"(124.0, 20124.0]",1,"(28500, 31000]",10,29750
157,5403,"Environmental Science and Protection Technicians, Including Health",34948.7688,885,8489,"Life, Physical, and Social Science","Cannot work remotely, essential",46200,Lab,0.90558993,89,8294,6455,2405,5061,326,0.037819026,24000,35000,2878,4595,724,"(124.0, 20124.0]",1,"(28500, 31000]",11,29750
158,3402,Forensic Science Technicians,18221.97443,2013,4639,"Life, Physical, and Social Science","Cannot work remotely, essential",58200,Lab,0.697384245,49,5052,3565,2225,2661,372,0.068584071,20000,49000,1168,3354,1141,"(124.0, 20124.0]",1,"(28500, 31000]",12,29750
159,4901,Forest and Conservation Technicians,34593.363,18616,11591,"Life, Physical, and Social Science","Cannot work remotely, essential",37200,Other/Mixed,0.383719006,310,24202,18079,8767,13944,1617,0.062628297,22000,38000,9927,12037,3304,"(20124.0, 40124.0]",1,"(28500, 31000]",13,29750
160,6007,"Life, Physical, and Social Science Technicians, All Other",67586.27652,4754,12223,"Life, Physical, and Social Science","Cannot work remotely, essential",49600,Lab,0.719974083,182,13908,10451,5673,7413,1368,0.089552239,19200,38300,3948,8707,3586,"(124.0, 20124.0]",1,"(28500, 31000]",14,29750
161,2201,"Educational, Guidance, School, and Vocational Counselors",302976.3516,4364,6146,Community and Social Service,Job can be made virtual with institutional investments and planning,56100,Institutional,0.584776403,117,8650,7662,2064,5949,510,0.055676856,20000,36000,563,7384,3163,"(124.0, 20124.0]",1,"(28500, 31000]",15,29750
162,1199,Marriage and Family Therapists,56969.0883,404,1084,Community and Social Service,Job can be made virtual with institutional investments and planning,50300,Office,0.728494624,24,1290,1098,335,936,82,0.059766764,23000,42100,483,626,31,"(124.0, 20124.0]",1,"(28500, 31000]",16,29750
163,5502,Rehabilitation Counselors,110735.663,11376,27468,Community and Social Service,Job can be made virtual with institutional investments and planning,35800,Office,0.707136237,247,29633,20147,14515,13232,3395,0.102791571,20000,38000,9805,16693,6866,"(20124.0, 40124.0]",1,"(26000, 28500]",1,27250
164,6102,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",293475.9333,1225,37054,Community and Social Service,Job can be made virtual with institutional investments and planning,45100,Office,0.967998119,95,29763,19975,13862,14460,1487,0.047584,20000,40000,19957,9404,5125,"(20124.0, 40124.0]",1,"(26000, 28500]",2,27250
165,2307,"Counselors, All Other",49844.87526,1167,36422,Community and Social Service,Job can be made virtual with institutional investments and planning,46300,Office,0.968953683,342,32551,27569,7001,20748,1360,0.040104981,21000,35000,23515,7705,2868,"(20124.0, 40124.0]",1,"(26000, 28500]",3,27250
166,2603,"Child, Family, and School Social Workers",326875.0786,3472,7732,Community and Social Service,Job can be made virtual with institutional investments and planning,46300,Office,0.690110675,56,7052,5197,3685,3214,846,0.107115726,22900,38000,2326,3703,1115,"(124.0, 20124.0]",1,"(26000, 28500]",4,27250
167,6001,Healthcare Social Workers,173473.7147,14440,28809,Community and Social Service,Job can be made virtual with institutional investments and planning,56200,Office,0.666119448,357,36165,25147,15994,16891,3040,0.07754113,19200,35000,6994,25313,11068,"(40124.0, 60124.0]",1,"(26000, 28500]",5,27250
168,3302,Mental Health and Substance Abuse Social Workers,121154.7822,7022,11931,Community and Social Service,Job can be made virtual with institutional investments and planning,44900,Office,0.629504564,151,15053,10121,6612,7832,1340,0.081742207,20000,35000,4855,8100,3466,"(124.0, 20124.0]",1,"(26000, 28500]",6,27250
169,3609,"Social Workers, All Other",87293.70768,3050,5359,Community and Social Service,Job can be made virtual with institutional investments and planning,61800,Office,0.637293376,47,6259,5043,2190,3602,304,0.04632028,20000,39000,2771,2947,743,"(124.0, 20124.0]",1,"(23500, 26000]",1,24750
170,5201,Health Educators,60438.85898,522,2332,Community and Social Service,Job can be made virtual with institutional investments and planning,54300,Institutional,0.817098809,7,2125,1848,572,1211,148,0.065112187,24000,34000,1488,615,82,"(124.0, 20124.0]",1,"(23500, 26000]",2,24750
171,5202,Probation Officers and Correctional Treatment Specialists,87766.83405,568,2270,Community and Social Service,Job can be made virtual with institutional investments and planning,53000,Institutional,0.799859056,13,2101,1724,648,1293,368,0.149048198,25000,40000,986,870,622,"(124.0, 20124.0]",1,"(23500, 26000]",3,24750
172,5203,Social and Human Service Assistants,418177.1365,931,3695,Community and Social Service,Job can be made virtual with institutional investments and planning,33800,Institutional,0.798746217,21,3777,3154,965,2738,214,0.053620646,19200,26000,2403,1245,308,"(124.0, 20124.0]",1,"(21000, 23500]",1,22250
173,3501,Community Health Workers,61401.64705,134,964,Community and Social Service,Job can be made virtual with institutional investments and planning,39600,Institutional,0.877959927,2,742,593,237,410,87,0.104945718,20000,22000,288,338,192,"(124.0, 20124.0]",1,"(21000, 23500]",2,22250
,,"Community and Social Service Specialists, All Other",107112.7477,,,Community and Social Service,Job can be made virtual with institutional investments and planning,42700,Institutional,,,,,,,,,,,,,,,,,,
,,Clergy,261962.2434,,,Community and Social Service,Job can be made virtual with institutional investments and planning,47900,Institutional,,,,,,,,,,,,,,,,,,
,,"Directors, Religious Activities and Education",155588.3258,,,Community and Social Service,Job can be made virtual with institutional investments and planning,40800,Institutional,,,,,,,,,,,,,,,,,,
,,"Religious Workers, All Other",64047.25593,,,Community and Social Service,Job can be made virtual with institutional investments and planning,29700,Institutional,,,,,,,,,,,,,,,,,,
,,Lawyers,828119.7867,,,Legal Occupations,Job can be made virtual with institutional investments and planning,115100,Office,,,,,,,,,,,,,,,,,,
,,Judicial Law Clerks,17732.95003,,,Legal Occupations,Job can be made virtual with institutional investments and planning,53600,Institutional,,,,,,,,,,,,,,,,,,
,,"Administrative Law Judges, Adjudicators, and Hearing Officers",15524.24196,,,Legal Occupations,Job can be made virtual with institutional investments and planning,99800,Institutional,,,,,,,,,,,,,,,,,,
,,"Arbitrators, Mediators, and Conciliators",7522.856647,,,Legal Occupations,Job can be made virtual with institutional investments and planning,60300,Office,,,,,,,,,,,,,,,,,,
,,"Judges, Magistrate Judges, and Magistrates",29661.0169,,,Legal Occupations,Job can be made virtual with institutional investments and planning,133900,Institutional,,,,,,,,,,,,,,,,,,
,,Paralegals and Legal Assistants,323139.266,,,Legal Occupations,Job can be conducted virtually,50700,Office,,,,,,,,,,,,,,,,,,
,,Court Reporters,18314.59112,,,Legal Occupations,Job can be made virtual with institutional investments and planning,56100,Institutional,,,,,,,,,,,,,,,,,,
,,"Title Examiners, Abstractors, and Searchers",62356.21402,,,Legal Occupations,Job can be conducted virtually,48000,Office,,,,,,,,,,,,,,,,,,
,,"Legal Support Workers, All Other",50504.16856,,,Legal Occupations,Job can be conducted virtually,58800,Office,,,,,,,,,,,,,,,,,,
,,Postsecondary Teachers,1497816.677,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,69200,Institutional,,,,,,,,,,,,,,,,,,
,,"Preschool Teachers, Except Special Education",522334.5799,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,29600,Institutional,,,,,,,,,,,,,,,,,,
,,"Kindergarten Teachers, Except Special Education",132991.3966,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,55400,Institutional,,,,,,,,,,,,,,,,,,
,,"Elementary School Teachers, Except Special Education",1416077.429,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,58000,Institutional,,,,,,,,,,,,,,,,,,
,,"Middle School Teachers, Except Special and Career/Technical Education",608202.8055,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,58400,Institutional,,,,,,,,,,,,,,,,,,
,,"Career/Technical Education Teachers, Middle School",13012.48881,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,59100,Institutional,,,,,,,,,,,,,,,,,,
,,"Secondary School Teachers, Except Special and Career/Technical Education",1050837.331,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,60200,Institutional,,,,,,,,,,,,,,,,,,
,,"Career/Technical Education Teachers, Secondary School",75698.82444,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,60200,Institutional,,,,,,,,,,,,,,,,,,
,,"Special Education Teachers, Preschool",26558.66575,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,55800,Institutional,,,,,,,,,,,,,,,,,,
,,"Special Education Teachers, Kindergarten and Elementary School",178818.7742,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,59400,Institutional,,,,,,,,,,,,,,,,,,
,,"Special Education Teachers, Middle School",85005.85746,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,60200,Institutional,,,,,,,,,,,,,,,,,,
,,"Special Education Teachers, Secondary School",138363.3258,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,60600,Institutional,,,,,,,,,,,,,,,,,,
,,"Special Education Teachers, All Other",41887.05067,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,56700,Institutional,,,,,,,,,,,,,,,,,,
,,Adult Basic and Secondary Education and Literacy Teachers and Instructors,67988.3906,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,54000,Institutional,,,,,,,,,,,,,,,,,,
,,Self-Enrichment Education Teachers,397357.1278,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,40400,Institutional,,,,,,,,,,,,,,,,,,
,,"Teachers and Instructors, All Other",412746.1449,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,41000,Institutional,,,,,,,,,,,,,,,,,,
,,Substitute Teachers,587683.7207,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,28700,Institutional,,,,,,,,,,,,,,,,,,
,,Archivists,7874.587802,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,51800,Institutional,,,,,,,,,,,,,,,,,,
,,Curators,13407.95208,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,53400,Institutional,,,,,,,,,,,,,,,,,,
,,Museum Technicians and Conservators,14902.29243,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,42800,Institutional,,,,,,,,,,,,,,,,,,
,,Librarians,124406.7124,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,59100,Institutional,,,,,,,,,,,,,,,,,,
,,Library Technicians,115539.6619,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,34000,Institutional,,,,,,,,,,,,,,,,,,
,,Audio-Visual and Multimedia Collections Specialists,10566.86153,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,49800,Institutional,,,,,,,,,,,,,,,,,,
,,Farm and Home Management Advisors,10514.81779,,,"Education, Training, and Library",Job can be conducted virtually,51000,Office,,,,,,,,,,,,,,,,,,
,,Instructional Coordinators,170588.3703,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,65100,Institutional,,,,,,,,,,,,,,,,,,
,,Teacher Assistants,1393139.773,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,27000,Institutional,,,,,,,,,,,,,,,,,,
,,"Education, Training, and Library Workers, All Other",112135.8374,,,"Education, Training, and Library",Job can be made virtual with institutional investments and planning,42300,Institutional,,,,,,,,,,,,,,,,,,
,,Art Directors,85092.59866,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,60000,Office,,,,,,,,,,,,,,,,,,
,,Craft Artists,24040.10438,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,15400,Industrial,,,,,,,,,,,,,,,,,,
,,"Fine Artists, Including Painters, Sculptors, and Illustrators",47647.29844,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,24700,Industrial,,,,,,,,,,,,,,,,,,
,,Multimedia Artists and Animators,47906.09575,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,52600,Office,,,,,,,,,,,,,,,,,,
,,"Artists and Related Workers, All Other",12077.9089,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,47700,Office,,,,,,,,,,,,,,,,,,
,,Commercial and Industrial Designers,37485.25715,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,64500,Office,,,,,,,,,,,,,,,,,,
,,Fashion Designers,25503.06212,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,67200,Office,,,,,,,,,,,,,,,,,,
,,Floral Designers,53237.55357,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,29600,Office,,,,,,,,,,,,,,,,,,
,,Graphic Designers,277539.9371,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,48400,Office,,,,,,,,,,,,,,,,,,
,,Interior Designers,79402.60693,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,50400,Office,,,,,,,,,,,,,,,,,,
,,Merchandise Displayers and Window Trimmers,130915.2915,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",28600,Retail/Services,,,,,,,,,,,,,,,,,,
,,Set and Exhibit Designers,35100.41229,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,43300,Office,,,,,,,,,,,,,,,,,,
,,"Designers, All Other",51029.70686,,,"Arts, Design, Entertainment, Media",Job can be conducted virtually,45900,Office,,,,,,,,,,,,,,,,,,
,,Actors,67812.16744,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,40000,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Producers and Directors,142576.9553,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,67700,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Athletes and Sports Competitors,17239.88227,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",47200,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Coaches and Scouts,275248.4697,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",34200,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Umpires, Referees, and Other Sports Officials",28006.55156,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",29500,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Dancers,13917.28224,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",33600,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Choreographers,6889.299632,,,"Arts, Design, Entertainment, Media","Cannot work remotely, non-essential",46100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Music Directors and Composers,61815.33077,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,47300,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Musicians and Singers,193811.4976,,,"Arts, Design, Entertainment, Media",Job can be made virtual with institutional investments and planning,51900,Other/Mixed,,,,,,,,,,,,,,,,,,
